0,0.0559946,
0,0.0709841,
0,0.055537,
0,0.0594214,
0,0.0376168,
0,0.0388372,
0,0.0400076,
0,0.0381636,
0,0.0379444,
0,0.0319166,
0,0.0400409,
0,0.0380007,
0,0.038133,
0,0.0382841,
0,0.0384089,
0,0.0342439,
0,0.0351195,
0,0.0364434,
0,0.0348531,
0,0.0392207,
0,0.0371523,
0,0.0313972,
0,0.0317684,
0,0.037739,
0,0.0335815,
0,0.0313956,
0,0.033567,
0,0.0355919,
0,0.0356238,
0,0.0313344,
0,0.0344193,
0,0.0317433,
0,0.0367208,
0,0.0335609,
0,0.0271507,
0,0.0363854,
0,0.0293881,
0,0.0313527,
0,0.0271819,
0,0.0381209,
0,0.0518322,
0,0.0435917,
0,0.036691,
0,0.042748,
0,0.0392551,
0,0.0389298,
0,0.0369022,
0,0.0375481,
0,0.0385563,
0,0.032491,
0,0.0354739,
0,0.034839,
0,0.0341783,
0,0.0334143,
0,0.0349407,
0,0.032774,
0,0.0361599,
0,0.0360735,
0,0.0336523,
0,0.0317218,
0,0.03702,
0,0.0321885,
0,0.0324621,
0,0.0344035,
0,0.0307499,
0,0.0396127,
0,0.0302419,
0,0.0316823,
0,0.0301023,
0,0.0308317,
0,0.0333072,
0,0.0305428,
0,0.0383931,
0,0.0270641,
0,0.033874,
0,0.0287528,
0,0.0339317,
1,0.0286754,
1,0.0338984,
1,0.0322442,
1,0.0288591,
1,0.0305717,
1,0.027574,
1,0.0297111,
1,0.0230232,
1,0.0316734,
1,0.0292181,
1,0.0307212,
1,0.0293456,
1,0.0278572,
1,0.0252482,
1,0.0227423,
1,0.0290815,
1,0.0315866,
1,0.0247284,
1,0.0259277,
0,0.0433614,
0,0.0552455,
0,0.0400457,
0,0.0430462,
0,0.0402023,
0,0.0374317,
0,0.0391643,
0,0.0423466,
0,0.0372217,
0,0.0367506,
0,0.035937,
0,0.0348545,
0,0.0378961,
0,0.0363476,
0,0.0342945,
0,0.0361608,
0,0.0357887,
0,0.034846,
0,0.0370973,
0,0.0332315,
0,0.0364754,
0,0.0361158,
0,0.0359226,
0,0.0319373,
0,0.0319197,
0,0.0328658,
0,0.0315619,
0,0.0306186,
0,0.0439669,
0,0.0427599,
0,0.0435369,
0,0.0392711,
0,0.036801,
0,0.0405467,
0,0.0339006,
0,0.0336613,
0,0.0373686,
0,0.0368534,
0,0.03705,
0,0.0348808,
0,0.0358978,
0,0.0361472,
0,0.038106,
0,0.0425916,
0,0.0356467,
0,0.0325154,
0,0.0338834,
0,0.0347151,
0,0.0347051,
0,0.0345854,
0,0.0306067,
0,0.0331582,
0,0.0339389,
0,0.0304977,
0,0.0351013,
0,0.0328588,
0,0.0332074,
0,0.0304124,
0,0.0342109,
0,0.029938,
0,0.029774,
0,0.0291825,
0,0.0321327,
0,0.0407757610083,0.0597044933719
0,0.0567714348435,0.0403354477545
0,0.0438022017479,0.0405140111933
