epoch,loss,val_loss
0,0.0374359848866,0.0250303467052
1,0.0233168297669,0.0181295941256
2,0.0181828238106,0.0146680807065
3,0.0151219105608,0.0122606274722
4,0.013207853488,0.0108937521564
5,0.0121673162406,0.0099043030995
6,0.0114700298026,0.00957268667535
7,0.0108980556857,0.00930707850421
8,0.0107083592359,0.00926672551434
9,0.0106223544752,0.00900520244335
